dataset_id,tag_name
686,json
686,xml
687,data explorer
688,csv
688,rdf
688,json
688,xml
689,html
690,text
690,html
692,csv
692,rdf
692,json
692,xml
693,csv
693,rdf
693,json
693,xml
695,api
696,csv
696,rdf
696,json
696,xml
697,kml
697,wms
697,esri rest
697,zip
697,html
697,pdf
698,csv
698,rdf
698,json
698,xml
699,xls
700,html
702,html
703,csv
703,rdf
703,json
703,xml
705,csv
706,html
706,arcgis geoservices rest api
706,csv
706,zip
706,geojson
706,kml
706,text
706,xls
706,gpkg
706,gdb
707,xml
708,csv
708,rdf
708,json
708,xml
710,api
711,html
712,csv
712,zip
713,html
713,json
713,csv
713,zip
713,application/vnd.geo+json
713,kml
713,text
713,xls
713,application/geopackage+sqlite3
714,xls
715,html
715,xml
715,wms
715,esri rest
715,pdf
717,csv
717,rdf
717,json
717,xml
718,xls
719,csv
719,rdf
719,json
719,xml
720,html
721,csv
722,zip
722,kml
722,xml
722,arcgis geoservices rest api
722,csv
722,html
722,geojson
724,api
725,html
726,html
727,csv
727,html
727,pdf
727,zip
728,csv
728,xls
728,json
728,api
729,csv
729,xls
729,text
730,html
730,json
730,csv
730,zip
730,application/vnd.geo+json
730,kml
730,text
730,xls
730,application/geopackage+sqlite3
731,html
731,pdf
732,xls
732,text
733,html
733,application/vnd.lotus-organizer
733,wcs
733,wms
734,xls
735,zip
735,xml
735,esri rest
737,csv
737,rdf
737,json
737,xml
738,csv
738,rdf
738,json
738,xml
740,html
740,arcgis geoservices rest api
741,bin
741,pdf
741,iso
742,html
742,arcgis geoservices rest api
742,ogc wms
742,csv
742,zip
742,geojson
742,kml
743,csv
743,rdf
743,json
743,xml
745,csv
745,rdf
745,json
745,xml
746,xml
746,html
746,arcgis geoservices rest api
746,ogc wms
746,csv
746,zip
746,geojson
746,kml
747,csv
747,rdf
747,json
747,xml
748,csv
748,xls
748,zip
749,csv
749,rdf
749,json
749,xml
750,xml
751,csv
751,rdf
751,json
751,xml
752,csv
752,rdf
752,json
752,xml
753,csv
753,xml
754,bin
754,html
754,zip
754,png
754,csv
754,pdf
754,iso
756,xml
757,html
757,arcgis geoservices rest api
757,ogc wms
757,csv
757,zip
757,geojson
757,kml
758,csv
758,rdf
758,json
758,xml
759,csv
759,rdf
759,json
759,xml
760,html
761,pdf
761,text
761,csv
761,html
762,csv
762,rdf
762,json
762,xml
763,html
763,arcgis geoservices rest api
763,ogc wms
763,csv
763,zip
763,geojson
763,kml
764,zipped accdb
764,html
764,pdf
765,zip
765,esri rest
766,pdf
766,xls
767,xml
768,xls
769,csv
769,rdf
769,json
769,xml
770,html
771,csv
771,rdf
771,json
771,xml
772,wms
772,wfs
772,qgis
772,zip
772,gml
772,kml
772,json
772,csv
772,xls
772,xml
772,html
773,gov
773,html
773,md
773,ipynb
773,xls
773,csv
773,zip
774,csv
774,rdf
774,json
774,xml
775,csv
775,rdf
775,json
775,xml
777,text
777,pdf
777,esri rest
777,kml
777,csv
777,html
779,doc
779,pdf
780,html
781,html
781,json
781,csv
781,zip
781,application/vnd.geo+json
781,kml
783,csv
783,pdf
784,csv
784,rdf
784,json
784,xml
785,zip
785,html
785,wms
785,esri rest
787,application/html
788,compressed zip file containing csv data files.
789,html
789,csv
792,csv
792,pdf
793,csv
793,text
793,application/x-hdf
794,csv
794,rdf
794,json
794,xml
795,zip
795,xml
795,esri rest
798,html
799,xml
799,html
799,arcgis geoservices rest api
799,csv
799,zip
799,geojson
799,kml
800,api
801,esri rest
802,html
802,arcgis geoservices rest api
802,ogc wms
802,csv
802,zip
802,geojson
802,kml
803,csv
803,rdf
803,json
803,xml
804,xml
805,xls
805,zip
806,xml
807,html
807,arcgis geoservices rest api
807,csv
807,zip
807,geojson
807,kml
807,text
807,xls
807,gpkg
807,gdb
808,csv
808,rdf
808,json
808,xml
809,zip
809,xml
809,pdf
810,api
811,html
812,csv
812,rdf
812,json
812,xml
813,html
814,csv
814,rdf
814,json
814,xml
815,json
816,html
816,wms
817,html
817,pdf
817,xls
817,zip
819,zip
820,zip
821,html
821,arcgis geoservices rest api
821,csv
821,zip
821,geojson
821,kml
822,csv
822,xls
822,zip
823,zip
823,xml
825,csv
825,rdf
825,json
825,xml
826,application/vnd.lotus-organizer
826,wfs
826,wms
829,html
830,html
832,zip
832,esri rest
832,html
833,json
834,xls
834,csv
836,xml
836,html
836,arcgis geoservices rest api
836,pdf
836,zip
836,csv
836,geojson
836,kml
837,html
838,html
840,html
840,csv
841,xls
841,pdf
842,csv
842,rdf
842,json
842,xml
843,wms
843,wfs
843,qgis
843,zip
843,gml
843,kml
843,json
843,csv
843,xls
843,xml
843,html
844,csv
844,rdf
844,json
844,xml
845,html
846,csv
846,pdf
848,csv
848,rdf
848,json
848,xml
849,html
849,csv
850,data explorer
850,text
851,csv
851,rdf
851,json
851,xml
852,csv
852,rdf
852,json
852,xml
853,pdf
853,xls
854,xml
855,zip
855,pdf
856,html
857,zip
857,html
858,csv
858,api
858,html
859,csv
859,rdf
859,json
859,xml
860,csv
861,html
862,csv
862,rdf
862,json
862,xml
863,xls
864,csv
865,csv
865,pdf
866,html
866,kml
866,pdf
868,html
869,xml
869,html
869,arcgis geoservices rest api
869,ogc wms
869,csv
869,zip
869,geojson
869,kml
870,xml
871,html
872,zip
872,xml
872,esri rest
873,csv
873,xml
874,wms
874,wfs
874,qgis
874,zip
874,gml
874,kml
874,json
874,csv
874,xls
874,xml
874,html
875,html
875,xml
876,zip
876,html
878,csv
878,rdf
878,json
878,xml
879,text
880,html
881,html
881,json
881,csv
881,zip
881,application/vnd.geo+json
881,kml
881,text
881,xls
881,application/geopackage+sqlite3
882,html
883,las
883,html
883,gdb
884,csv
884,pdf
884,zip
885,csv
885,rdf
885,json
885,xml
886,csv
887,zip
890,csv
890,rdf
890,json
890,xml
891,csv
891,rdf
891,json
891,xml
892,csv
892,rdf
892,json
892,xml
893,csv
893,rdf
893,json
893,xml
894,api
895,csv
895,zip
895,kml
895,geojson
895,xml
895,arcgis geoservices rest api
895,html
896,html
898,xml
898,html
898,arcgis geoservices rest api
898,ogc wms
898,csv
898,zip
898,geojson
898,kml
899,csv
899,rdf
899,json
899,xsl
900,zip
900,pdf
900,csv
900,html
900,xls
901,csv
901,rdf
901,json
901,xml
902,csv
903,csv
903,rdf
903,json
903,xml
905,csv
905,rdf
905,json
905,xml
906,xls
907,html
908,html
908,arcgis geoservices rest api
908,csv
908,zip
908,geojson
908,kml
908,text
908,xls
908,gpkg
908,gdb
909,pdf
910,html
910,arcgis geoservices rest api
910,csv
910,zip
910,geojson
910,kml
911,api
912,csv
912,rdf
912,json
912,xml
913,html
915,csv
916,text
918,microsoft excel
918,csv
919,html
922,data explorer
922,csv
923,esri rest
924,csv
924,rdf
924,json
924,xml
925,html
925,json
925,csv
925,zip
925,application/vnd.geo+json
925,kml
925,text
925,xls
925,application/geopackage+sqlite3
926,zip
926,xml
926,pdf
927,xls
928,csv
928,rdf
928,json
928,xml
929,csv
929,rdf
929,json
929,xml
930,csv
930,rdf
930,json
930,xml
931,html
932,csv
932,rdf
932,json
932,xml
933,html
933,arcgis geoservices rest api
